tmdb_id,imdb_id,title,original_title,overview,release_date,genres,keywords,cast,director,vote_average,vote_count,popularity,runtime,poster_path,features,user1_score,user2_score,user3_score,average_user_score,minimum_user_score,rating_norm,popularity_norm,vote_count_norm,group_score
804095,tt14208870,The Fabelmans,The Fabelmans,"Growing up in post-World War II era Arizona, young Sammy Fabelman aspires to become a filmmaker as he reaches adolescence, but soon discovers a shattering family secret and explores how the power of films can help him see the truth.",2022-11-11,['Drama'],"['high school', 'husband wife relationship', 'arizona', 'bullying', 'family relationships', 'coming of age', 'teenage boy', 'filmmaking', 'childhood', 'semi autobiographical', 'marital problem', 'big dreams', 'father son relationship', 'mother son relationship', 'introspective', 'adoring', 'comforting', 'compassionate', 'empathetic', 'sympathetic', 'young filmmaker']","['Michelle Williams', 'Paul Dano', 'Seth Rogen', 'Gabriel LaBelle', 'Mateo Zoryan Francis-DeFord']",Steven Spielberg,7.572,2752,3.9888,151,/h7llKkqkkJtJrTOaDLuVeUYDQ7I.jpg,"['Drama'] ['high school', 'husband wife relationship', 'arizona', 'bullying', 'family relationships', 'coming of age', 'teenage boy', 'filmmaking', 'childhood', 'semi autobiographical', 'marital problem', 'big dreams', 'father son relationship', 'mother son relationship', 'introspective', 'adoring', 'comforting', 'compassionate', 'empathetic', 'sympathetic', 'young filmmaker'] ['Michelle Williams', 'Paul Dano', 'Seth Rogen', 'Gabriel LaBelle', 'Mateo Zoryan Francis-DeFord'] Steven Spielberg Growing up in post-World War II era Arizona, young Sammy Fabelman aspires to become a filmmaker as he reaches adolescence, but soon discovers a shattering family secret and explores how the power of films can help him see the truth.",0.09508095269334658,0.08570944526798673,0.11212934704045167,0.09763991500059499,0.08570944526798673,0.7572,0.0009296434745012659,0.06817379018014835,0.1577191989118221
1267,tt0396555,Meet the Robinsons,Meet the Robinsons,"Lewis, a brilliant young inventor, is keen on creating a time machine to find his mother, who abandoned him in an orphanage. Things take a turn when he meets Wilbur Robinson and his family.",2007-03-23,"['Animation', 'Comedy', 'Family', 'Science Fiction', 'Adventure']","['future', 'friendship', 'flying car', 'saving the world', 'based on novel or book', 'tyrannosaurus rex', 'adoption', 'villain', 'time travel', 'time machine', 'mythical creature', 'coming of age', 'best friend', 'rescue team', 'family', 'aftercreditsstinger', 'angry', 'introspective', 'witty', 'amused', 'appreciative']","['Daniel Hansen', 'Jordan Fry', 'Wesley Singerman', 'Matthew Josten', 'Stephen J. Anderson']",Stephen J. Anderson,6.938,3114,5.5785,95,/naya0zF4kT401Sx15AtwB9vpcJr.jpg,"['Animation', 'Comedy', 'Family', 'Science Fiction', 'Adventure'] ['future', 'friendship', 'flying car', 'saving the world', 'based on novel or book', 'tyrannosaurus rex', 'adoption', 'villain', 'time travel', 'time machine', 'mythical creature', 'coming of age', 'best friend', 'rescue team', 'family', 'aftercreditsstinger', 'angry', 'introspective', 'witty', 'amused', 'appreciative'] ['Daniel Hansen', 'Jordan Fry', 'Wesley Singerman', 'Matthew Josten', 'Stephen J. Anderson'] Stephen J. Anderson Lewis, a brilliant young inventor, is keen on creating a time machine to find his mother, who abandoned him in an orphanage. Things take a turn when he meets Wilbur Robinson and his family.",0.12452756376326388,0.08473603723319398,0.10973598117669944,0.10633319405771909,0.08473603723319398,0.6938,0.004165584423515197,0.07730736236564566,0.1571148983641746
38055,tt1001526,Megamind,Megamind,"After Megamind, a highly intelligent alien supervillain, defeats his long-time nemesis Metro Man, Megamind creates a new hero to fight, but must act to save the city when his ""creation"" becomes an even worse villain than he was.",2010-10-28,"['Animation', 'Action', 'Comedy', 'Family', 'Science Fiction']","['prison', 'fish', 'saving the world', 'date', 'gun', 'secret identity', 'superhero', 'anti hero', 'dna', 'mayor', 'museum', 'rain', 'villain', 'one-sided love', 'anthropomorphism', 'reporter', 'super villain', 'aftercreditsstinger', 'duringcreditsstinger', 'mysterious', 'alien baby', 'stronger villain', 'malicious', 'invincible']","['Will Ferrell', 'Brad Pitt', 'Tina Fey', 'Jonah Hill', 'David Cross']",Tom McGrath,7.023,7449,9.3794,96,/uZ9ytt3sPTx62XTfN56ILSuYWRe.jpg,"['Animation', 'Action', 'Comedy', 'Family', 'Science Fiction'] ['prison', 'fish', 'saving the world', 'date', 'gun', 'secret identity', 'superhero', 'anti hero', 'dna', 'mayor', 'museum', 'rain', 'villain', 'one-sided love', 'anthropomorphism', 'reporter', 'super villain', 'aftercreditsstinger', 'duringcreditsstinger', 'mysterious', 'alien baby', 'stronger villain', 'malicious', 'invincible'] ['Will Ferrell', 'Brad Pitt', 'Tina Fey', 'Jonah Hill', 'David Cross'] Tom McGrath After Megamind, a highly intelligent alien supervillain, defeats his long-time nemesis Metro Man, Megamind creates a new hero to fight, but must act to save the city when his ""creation"" becomes an even worse villain than he was.",0.10273170476731378,0.08475740097275099,0.11365582567647645,0.10038164380551373,0.08475740097275099,0.7022999999999999,0.01190257124688253,0.18668315083009537,0.15652028882214253
8967,tt0478304,The Tree of Life,The Tree of Life,"The impressionistic story of a Texas family in the 1950s. The film follows the life journey of the eldest son, Jack, through the innocence of childhood to his disillusioned adult years as he tries to reconcile a complicated relationship with his father. Jack finds himself a lost soul in the modern world, seeking answers to the origins and meaning of life while questioning the existence of faith.",2011-05-17,"['Drama', 'Fantasy']","['sibling relationship', 'parent child relationship', 'afterlife', 'christianity', 'philosophy', 'tree', 'sun', 'texas', 'telegram', 'bible', 'surrealism', 'meteor', 'coming of age', 'spirituality', 'grief', 'space', 'religion', 'memory', 'dinosaur', 'birth', 'death', 'grace', 'childhood', 'death of brother', 'silhouette', 'existentialism', 'organist', 'masculinity', 'cosmos', '1950s', 'philosophical', 'self reflection', 'newborn baby', 'organ player', 'waco, texas', 'father son relationship', 'mother son relationship', 'brother brother relationship', 'stream of consciousness', 'factual', 'life', 'existential crisis', 'bitter', 'tragic', 'pantheism']","['Brad Pitt', 'Jessica Chastain', 'Hunter McCracken', 'Sean Penn', 'Fiona Shaw']",Terrence Malick,6.728,3319,4.822,139,/l8cwuB5WJSoj4uMAsnzuHBOMaSJ.jpg,"['Drama', 'Fantasy'] ['sibling relationship', 'parent child relationship', 'afterlife', 'christianity', 'philosophy', 'tree', 'sun', 'texas', 'telegram', 'bible', 'surrealism', 'meteor', 'coming of age', 'spirituality', 'grief', 'space', 'religion', 'memory', 'dinosaur', 'birth', 'death', 'grace', 'childhood', 'death of brother', 'silhouette', 'existentialism', 'organist', 'masculinity', 'cosmos', '1950s', 'philosophical', 'self reflection', 'newborn baby', 'organ player', 'waco, texas', 'father son relationship', 'mother son relationship', 'brother brother relationship', 'stream of consciousness', 'factual', 'life', 'existential crisis', 'bitter', 'tragic', 'pantheism'] ['Brad Pitt', 'Jessica Chastain', 'Hunter McCracken', 'Sean Penn', 'Fiona Shaw'] Terrence Malick The impressionistic story of a Texas family in the 1950s. The film follows the life journey of the eldest son, Jack, through the innocence of childhood to his disillusioned adult years as he tries to reconcile a complicated relationship with his father. Jack finds himself a lost soul in the modern world, seeking answers to the origins and meaning of life while questioning the existence of faith.",0.12062100025634996,0.09444983826708903,0.10008132331319546,0.10505072061221149,0.09444983826708903,0.6728,0.0026256779456080206,0.08247968915577535,0.15618130017283902
917496,tt2049403,Beetlejuice Beetlejuice,Beetlejuice Beetlejuice,"After a family tragedy, three generations of the Deetz family return home to Winter River. Still haunted by Betelgeuse, Lydia's life is turned upside down when her teenage daughter, Astrid, accidentally opens the portal to the Afterlife.",2024-09-04,"['Comedy', 'Fantasy', 'Horror']","['afterlife', 'haunted house', 'sequel', 'paranormal', 'teenage girl', 'gothic', 'death', 'new england', 'ghost', 'unexpected death', 'mother daughter relationship', 'fantasy', 'suburban gothic', 'surreal visuals', 'ghoulish humor']","['Michael Keaton', 'Winona Ryder', ""Catherine O'Hara"", 'Jenna Ortega', 'Justin Theroux']",Tim Burton,6.933,3101,8.8127,105,/kKgQzkUCnQmeTPkyIwHly2t6ZFI.jpg,"['Comedy', 'Fantasy', 'Horror'] ['afterlife', 'haunted house', 'sequel', 'paranormal', 'teenage girl', 'gothic', 'death', 'new england', 'ghost', 'unexpected death', 'mother daughter relationship', 'fantasy', 'suburban gothic', 'surreal visuals', 'ghoulish humor'] ['Michael Keaton', 'Winona Ryder', ""Catherine O'Hara"", 'Jenna Ortega', 'Justin Theroux'] Tim Burton After a family tragedy, three generations of the Deetz family return home to Winter River. Still haunted by Betelgeuse, Lydia's life is turned upside down when her teenage daughter, Astrid, accidentally opens the portal to the Afterlife.",0.11028391545164722,0.10550182381532863,0.09148342771195199,0.10242305565964262,0.09148342771195199,0.6933,0.010749015396214985,0.07697936115456426,0.15606372940613583
588,tt0384537,Silent Hill,Silent Hill,"Rose, a desperate mother, takes her adopted daughter, Sharon, to the town of Silent Hill in an attempt to cure her of her ailment. After a violent car crash, Sharon disappears, and Rose embarks on a horrific journey to get her back and begins to uncover the truth behind the apocalyptic disaster that burned the town 30 years earlier.",2006-04-21,"['Horror', 'Mystery']","['hotel', 'pedophilia', 'child abuse', 'monster', 'suffering', 'nurse', 'nun', 'darkness', 'sadism', 'orphanage', 'classroom', 'moral ambiguity', 'child murder', 'mother role', 'witch burning', 'symbolism', 'supernatural', 'fog', 'possession', 'heroism', 'gore', 'barbed wire', 'surrealism', 'revenge', 'survival', 'religion', 'school', 'hospital', 'another dimension', 'torture', 'creature', 'massacre', 'pedophile', 'brutality', 'demon', 'religious fundamentalism', 'child molester', 'gothic', 'conscience', 'molestation', 'based on video game', 'missing child', 'dismemberment', 'persecution', 'religious cult', 'child molestation', 'ghost town', 'mist', 'immolation', 'evil child', 'sleepwalking', 'nightmare becomes reality', 'limbo', 'bugs', 'sexual predator', 'mother daughter relationship', 'biopunk', 'skinning', 'supernatural power', 'supernatural horror', 'psychotronic film', 'extreme violence', 'child sexual abuse', 'evil little girl', 'religious fanaticism']","['Radha Mitchell', 'Sean Bean', 'Jodelle Ferland', 'Laurie Holden', 'Deborah Kara Unger']",Christophe Gans,6.626,4862,10.7226,125,/r0bEDWO2w4a43K2xTNSF284qOsc.jpg,"['Horror', 'Mystery'] ['hotel', 'pedophilia', 'child abuse', 'monster', 'suffering', 'nurse', 'nun', 'darkness', 'sadism', 'orphanage', 'classroom', 'moral ambiguity', 'child murder', 'mother role', 'witch burning', 'symbolism', 'supernatural', 'fog', 'possession', 'heroism', 'gore', 'barbed wire', 'surrealism', 'revenge', 'survival', 'religion', 'school', 'hospital', 'another dimension', 'torture', 'creature', 'massacre', 'pedophile', 'brutality', 'demon', 'religious fundamentalism', 'child molester', 'gothic', 'conscience', 'molestation', 'based on video game', 'missing child', 'dismemberment', 'persecution', 'religious cult', 'child molestation', 'ghost town', 'mist', 'immolation', 'evil child', 'sleepwalking', 'nightmare becomes reality', 'limbo', 'bugs', 'sexual predator', 'mother daughter relationship', 'biopunk', 'skinning', 'supernatural power', 'supernatural horror', 'psychotronic film', 'extreme violence', 'child sexual abuse', 'evil little girl', 'religious fanaticism'] ['Radha Mitchell', 'Sean Bean', 'Jodelle Ferland', 'Laurie Holden', 'Deborah Kara Unger'] Christophe Gans Rose, a desperate mother, takes her adopted daughter, Sharon, to the town of Silent Hill in an attempt to cure her of her ailment. After a violent car crash, Sharon disappears, and Rose embarks on a horrific journey to get her back and begins to uncover the truth behind the apocalyptic disaster that burned the town 30 years earlier.",0.08704062024058724,0.14133833208914193,0.09157295356119738,0.10665063529697551,0.08704062024058724,0.6626000000000001,0.014636744916578391,0.12141090982489781,0.15585835753514687
1168190,tt33046197,The Wrecking Crew,The Wrecking Crew,"Estranged half-brothers Jonny and James reunite after their father's mysterious death. As they search for the truth, buried secrets reveal a conspiracy threatening to tear their family apart.",2026-01-28,"['Action', 'Comedy', 'Crime', 'Mystery']","['brotherhood', 'reunion', 'family conflict', 'power struggle', 'hand to hand combat', 'family legacy', 'helicopter chase', 'brother brother relationship', 'loss of father', 'explosive action', 'high‑stakes mission', 'rival enforcer', 'team loyalty', 'vengeful motives', 'muscular spectacle', 'strategic fighter', 'heavy firepower']","['Dave Bautista', 'Jason Momoa', 'Temuera Morrison', 'Morena Baccarin', 'Roimata Fox']",Ángel Manuel Soto,6.919,978,32.6638,125,/gbVwHl4YPSq6BcC92TQpe7qUTh6.jpg,"['Action', 'Comedy', 'Crime', 'Mystery'] ['brotherhood', 'reunion', 'family conflict', 'power struggle', 'hand to hand combat', 'family legacy', 'helicopter chase', 'brother brother relationship', 'loss of father', 'explosive action', 'high‑stakes mission', 'rival enforcer', 'team loyalty', 'vengeful motives', 'muscular spectacle', 'strategic fighter', 'heavy firepower'] ['Dave Bautista', 'Jason Momoa', 'Temuera Morrison', 'Morena Baccarin', 'Roimata Fox'] Ángel Manuel Soto Estranged half-brothers Jonny and James reunite after their father's mysterious death. As they search for the truth, buried secrets reveal a conspiracy threatening to tear their family apart.",0.10028826742897662,0.10114674989280434,0.0968733928187545,0.09943613671351181,0.0968733928187545,0.6919,0.05929952880693787,0.023414240298733412,0.15544543809771638
10330,tt0322330,Freaky Friday,Freaky Friday,"Mother and daughter bicker over everything -- what Anna wears, whom she likes and what she wants to do when she's older. In turn, Anna detests Tess's fiancé. When a magical fortune cookie switches their personalities, they each get a peek at how the other person feels, thinks and lives.",2003-08-05,"['Family', 'Fantasy', 'Comedy', 'Romance']","['high school', 'concert', 'sibling relationship', 'single parent', 'mistake in person', 'bride', 'body exchange', 'fortune cookie', 'motherly love', 'wedding', 'psychiatrist', 'body-swap', 'teen comedy', 'child as an adult', 'adult as a child', 'mother daughter relationship', 'amused']","['Lindsay Lohan', 'Jamie Lee Curtis', 'Harold Gould', 'Chad Michael Murray', 'Mark Harmon']",Mark Waters,6.582,4255,5.2164,97,/ipKcZ4Up7dp18XpsfYUc9NKZy3g.jpg,"['Family', 'Fantasy', 'Comedy', 'Romance'] ['high school', 'concert', 'sibling relationship', 'single parent', 'mistake in person', 'bride', 'body exchange', 'fortune cookie', 'motherly love', 'wedding', 'psychiatrist', 'body-swap', 'teen comedy', 'child as an adult', 'adult as a child', 'mother daughter relationship', 'amused'] ['Lindsay Lohan', 'Jamie Lee Curtis', 'Harold Gould', 'Chad Michael Murray', 'Mark Harmon'] Mark Waters Mother and daughter bicker over everything -- what Anna wears, whom she likes and what she wants to do when she's older. In turn, Anna detests Tess's fiancé. When a magical fortune cookie switches their personalities, they each get a peek at how the other person feels, thinks and lives.",0.10153568461940307,0.090884852899621,0.121981428062127,0.10480065519371702,0.090884852899621,0.6582,0.0034285055925169306,0.10609577635363576,0.1543421671506885
9641,tt0452598,Cheaper by the Dozen 2,Cheaper by the Dozen 2,"The Baker family, while on vacation, find themselves in competition with a rival family of eight children.",2005-12-21,"['Comedy', 'Family', 'Adventure']","['chicago, illinois', 'lake', 'husband wife relationship', 'based on novel or book', 'holiday', 'competition', 'forbidden love', 'big family', 'father', 'family relationships', 'rivalry', 'labor pain', 'family vacation', 'family holiday', 'large family']","['Steve Martin', 'Eugene Levy', 'Bonnie Hunt', 'Tom Welling', 'Piper Perabo']",Adam Shankman,6.2,2090,3.5352,94,/wD68dEtcKuboxd8bhbqiTTxn6cX.jpg,"['Comedy', 'Family', 'Adventure'] ['chicago, illinois', 'lake', 'husband wife relationship', 'based on novel or book', 'holiday', 'competition', 'forbidden love', 'big family', 'father', 'family relationships', 'rivalry', 'labor pain', 'family vacation', 'family holiday', 'large family'] ['Steve Martin', 'Eugene Levy', 'Bonnie Hunt', 'Tom Welling', 'Piper Perabo'] Adam Shankman The Baker family, while on vacation, find themselves in competition with a rival family of eight children.",0.12740527329951262,0.09220014534291711,0.11283246188776828,0.11081262684339933,0.09220014534291711,0.62,6.31025787377759e-06,0.0514709592773881,0.15349784501007696
353069,tt4824302,Mother's Day,Mother's Day,Three generations come together in the week leading up to Mother's Day.,2016-04-28,"['Comedy', 'Drama', 'Romance']","['holiday', 'female friendship', 'remarriage', 'interracial marriage', 'relationship', 'single mother', 'divorcee', 'widower', 'single father', 'biological mother', 'parents', 'ex-husband ex-wife relationship', 'boyfriend girlfriend relationship', ""mother's day"", 'motherhood', 'difficult parents', 'kids', 'death of wife', 'outtakes', 'atlanta, georgia', 'intersecting lives', 'mother daughter relationship', 'sister sister relationship', 'loss of mother', 'lesbian couple', 'surprise visit']","['Jennifer Aniston', 'Julia Roberts', 'Kate Hudson', 'Jason Sudeikis', 'Sarah Chalke']",Garry Marshall,5.981,1316,12.7144,118,/1TGkhTsbkm2v1nMGJW0eTOFBjAd.jpg,"['Comedy', 'Drama', 'Romance'] ['holiday', 'female friendship', 'remarriage', 'interracial marriage', 'relationship', 'single mother', 'divorcee', 'widower', 'single father', 'biological mother', 'parents', 'ex-husband ex-wife relationship', 'boyfriend girlfriend relationship', ""mother's day"", 'motherhood', 'difficult parents', 'kids', 'death of wife', 'outtakes', 'atlanta, georgia', 'intersecting lives', 'mother daughter relationship', 'sister sister relationship', 'loss of mother', 'lesbian couple', 'surprise visit'] ['Jennifer Aniston', 'Julia Roberts', 'Kate Hudson', 'Jason Sudeikis', 'Sarah Chalke'] Garry Marshall Three generations come together in the week leading up to Mother's Day.",0.10253485861631313,0.1003264726185601,0.13115009976947342,0.11133714366811555,0.1003264726185601,0.5981,0.01869118737883287,0.03194227178684968,0.15344401896508914
497582,tt7846844,Enola Holmes,Enola Holmes,"While searching for her missing mother, intrepid teen Enola Holmes uses her sleuthing skills to outsmart big brother Sherlock and help a runaway lord.",2020-09-23,"['Adventure', 'Mystery', 'Crime']","['based on novel or book', 'detective', 'child prodigy', 'victorian england', 'female protagonist', 'period drama', 'female detective', 'runaway teen', 'books', 'mother daughter relationship', 'brother sister relationship', 'sherlock holmes', 'childish love interest']","['Millie Bobby Brown', 'Henry Cavill', 'Sam Claflin', 'Helena Bonham Carter', 'Louis Partridge']",Harry Bradbeer,7.227,6537,7.5324,123,/riYInlsq2kf1AWoGm80JQW5dLKp.jpg,"['Adventure', 'Mystery', 'Crime'] ['based on novel or book', 'detective', 'child prodigy', 'victorian england', 'female protagonist', 'period drama', 'female detective', 'runaway teen', 'books', 'mother daughter relationship', 'brother sister relationship', 'sherlock holmes', 'childish love interest'] ['Millie Bobby Brown', 'Henry Cavill', 'Sam Claflin', 'Helena Bonham Carter', 'Louis Partridge'] Harry Bradbeer While searching for her missing mother, intrepid teen Enola Holmes uses her sleuthing skills to outsmart big brother Sherlock and help a runaway lord.",0.08321121512242945,0.08309033233511286,0.10953085599668048,0.09194413448474092,0.08309033233511286,0.7227,0.008142878894345115,0.16367260432961597,0.15216949233552685
1885,tt0087538,The Karate Kid,The Karate Kid,"New Jersey teen Daniel LaRusso moves to Los Angeles with his mother, and soon strikes up a relationship with Ali. He quickly finds himself the target of bullying by a group of thugs, led by Ali's ex-boyfriend Johnny, who study karate at the Cobra Kai dojo under ruthless sensei John Kreese. Fortunately, Daniel befriends Mr. Miyagi, an unassuming repairman who just happens to be a martial arts master himself. Miyagi takes Daniel under his wing, training him in a more compassionate form of karate for self-defense and, later, preparing him to compete against the brutal Cobra Kai.",1984-06-22,"['Action', 'Drama', 'Family']","['high school', 'friendship', 'martial arts', 'fight', 'painting', 'karate', 'bullying', 'sensei', 'bully', 'teen movie', 'los angeles, california', 'martial arts master', 'single mother', 'sabotage', 'beaten', 'high school student', 'martial arts tournament', 'martial arts training', 'crane', 'sport competition', 'school dance', 'semi autobiographical', 'mentor protégé relationship', 'teenage gang', 'teenage romance', 'philosophical', 'high school romance', 'bullies']","['Ralph Macchio', 'Pat Morita', 'Elisabeth Shue', 'William Zabka', 'Martin Kove']",John G. Avildsen,7.219,4690,6.9608,127,/1mp4ViklKvA0WXXsNvNx0RBuiit.jpg,"['Action', 'Drama', 'Family'] ['high school', 'friendship', 'martial arts', 'fight', 'painting', 'karate', 'bullying', 'sensei', 'bully', 'teen movie', 'los angeles, california', 'martial arts master', 'single mother', 'sabotage', 'beaten', 'high school student', 'martial arts tournament', 'martial arts training', 'crane', 'sport competition', 'school dance', 'semi autobiographical', 'mentor protégé relationship', 'teenage gang', 'teenage romance', 'philosophical', 'high school romance', 'bullies'] ['Ralph Macchio', 'Pat Morita', 'Elisabeth Shue', 'William Zabka', 'Martin Kove'] John G. Avildsen New Jersey teen Daniel LaRusso moves to Los Angeles with his mother, and soon strikes up a relationship with Ali. He quickly finds himself the target of bullying by a group of thugs, led by Ali's ex-boyfriend Johnny, who study karate at the Cobra Kai dojo under ruthless sensei John Kreese. Fortunately, Daniel befriends Mr. Miyagi, an unassuming repairman who just happens to be a martial arts master himself. Miyagi takes Daniel under his wing, training him in a more compassionate form of karate for self-defense and, later, preparing him to compete against the brutal Cobra Kai.",0.08595727725961404,0.0815758916482385,0.11189615967615112,0.09314310952800121,0.0815758916482385,0.7219,0.00697934876510289,0.11707120149366705,0.1515990040156749
11860,tt0114319,Sabrina,Sabrina,"After her return from school in Paris, a playboy finally takes notice of his family's chauffeur's daughter Sabrina, who's long had a crush on him, but he questions his more serious brother's motives when he warns against getting involved with her.",1995-12-15,"['Romance', 'Drama', 'Comedy']","['chauffeur', 'sibling relationship', 'paris, france', 'transformation', 'birthday party', 'family business ', 'long island, new york', 'playboy', 'teenage crush', 'millionaire', 'marriage engagement', 'high society', 'merger', 'impossible love', 'family disapproval', 'scheme', 'wealth differences', 'wealthy family', 'father daughter relationship', 'brother brother relationship', 'unlikely romance', 'romantic']","['Harrison Ford', 'Julia Ormond', 'Greg Kinnear', 'Nancy Marchand', 'John Wood']",Sydney Pollack,6.2,687,4.609,127,/i8PbLJDPU7vCwwscWD625oHbJy.jpg,"['Romance', 'Drama', 'Comedy'] ['chauffeur', 'sibling relationship', 'paris, france', 'transformation', 'birthday party', 'family business ', 'long island, new york', 'playboy', 'teenage crush', 'millionaire', 'marriage engagement', 'high society', 'merger', 'impossible love', 'family disapproval', 'scheme', 'wealth differences', 'wealthy family', 'father daughter relationship', 'brother brother relationship', 'unlikely romance', 'romantic'] ['Harrison Ford', 'Julia Ormond', 'Greg Kinnear', 'Nancy Marchand', 'John Wood'] Sydney Pollack After her return from school in Paris, a playboy finally takes notice of his family's chauffeur's daughter Sabrina, who's long had a crush on him, but he questions his more serious brother's motives when he warns against getting involved with her.",0.10735686940846359,0.09832500938883663,0.11347708765890036,0.10638632215206685,0.09832500938883663,0.62,0.0021921021626678636,0.016072059342988342,0.1512033155283506
11007,tt0349205,Cheaper by the Dozen,Cheaper by the Dozen,"The Baker brood moves to Chicago after patriarch Tom gets a job coaching football at Northwestern University, forcing his writer wife, Kate, and the couple's 12 children to make a major adjustment. The transition works well until work demands pull the parents away from home, leaving the kids bored -- and increasingly mischievous.",2003-12-24,"['Comedy', 'Family', 'Drama']","['chicago, illinois', 'husband wife relationship', 'based on novel or book', 'american football coach', 'big family', 'family relationships', 'remake', 'sibling', 'new job', 'aspiring actor', 'smart kid', 'father son relationship', 'sister sister relationship', 'large family', 'brother brother relationship']","['Steve Martin', 'Bonnie Hunt', 'Hilary Duff', 'Tom Welling', 'Piper Perabo']",Shawn Levy,6.3,2942,4.6313,98,/afclGGoQslTYFTnyW1LRMtJMiBp.jpg,"['Comedy', 'Family', 'Drama'] ['chicago, illinois', 'husband wife relationship', 'based on novel or book', 'american football coach', 'big family', 'family relationships', 'remake', 'sibling', 'new job', 'aspiring actor', 'smart kid', 'father son relationship', 'sister sister relationship', 'large family', 'brother brother relationship'] ['Steve Martin', 'Bonnie Hunt', 'Hilary Duff', 'Tom Welling', 'Piper Perabo'] Shawn Levy The Baker brood moves to Chicago after patriarch Tom gets a job coaching football at Northwestern University, forcing his writer wife, Kate, and the couple's 12 children to make a major adjustment. The transition works well until work demands pull the parents away from home, leaving the kids bored -- and increasingly mischievous.",0.11298698341054329,0.09482112297838878,0.10358758917406133,0.10379856518766446,0.09482112297838878,0.63,0.002237495308017937,0.0729676540344149,0.15095976990758847
223,tt0032976,Rebecca,Rebecca,"Story of a young woman who marries a fascinating widower only to find out that she must live in the shadow of his former wife, Rebecca, who died mysteriously several years earlier. The young wife must come to grips with the terrible secret of her handsome, cold husband, Max De Winter. She must also deal with the jealous, obsessed Mrs. Danvers, the housekeeper, who will not accept her as the mistress of the house.",1940-03-23,"['Mystery', 'Romance', 'Thriller', 'Drama']","['based on novel or book', 'age difference', 'obsession', 'monte carlo', 'bride', 'cornwall, england', 'love', 'film noir', 'rural area', 'black and white', 'devotion', 'housekeeper', 'gothic', 'death', 'estate', 'costume party', 'mysterious death', 'gothic thriller', 'age-gap relationship']","['Joan Fontaine', 'Laurence Olivier', 'George Sanders', 'Judith Anderson', 'Nigel Bruce']",Alfred Hitchcock,7.893,1970,4.1657,130,/1qz3qUOHnVy7dL7M7G8jSErxE4b.jpg,"['Mystery', 'Romance', 'Thriller', 'Drama'] ['based on novel or book', 'age difference', 'obsession', 'monte carlo', 'bride', 'cornwall, england', 'love', 'film noir', 'rural area', 'black and white', 'devotion', 'housekeeper', 'gothic', 'death', 'estate', 'costume party', 'mysterious death', 'gothic thriller', 'age-gap relationship'] ['Joan Fontaine', 'Laurence Olivier', 'George Sanders', 'Judith Anderson', 'Nigel Bruce'] Alfred Hitchcock Story of a young woman who marries a fascinating widower only to find out that she must live in the shadow of his former wife, Rebecca, who died mysteriously several years earlier. The young wife must come to grips with the terrible secret of her handsome, cold husband, Max De Winter. She must also deal with the jealous, obsessed Mrs. Danvers, the housekeeper, who will not accept her as the mistress of the house.",0.08089417899608946,0.09093524430800329,0.0811846162182965,0.08433801317412974,0.08089417899608946,0.7893,0.001289735286717763,0.04844325579048292,0.1509361015368134
6795,tt0406375,Zathura: A Space Adventure,Zathura: A Space Adventure,"After their father is called into work, two young boys, Walter and Danny, are left in the care of their teenage sister, Lisa, and told they must stay inside. Walter and Danny, who anticipate a boring day, are shocked when they begin playing Zathura, a space-themed board game, which they realize has mystical powers when their house is shot into space. With the help of an astronaut, the boys attempt to return home.",2005-11-06,"['Science Fiction', 'Adventure', 'Family']","['fire', 'based on novel or book', 'killer robot', 'house', 'space travel', 'wish', 'meteor', 'challenge', 'giant lizard', 'alien', 'space', 'board game', 'planet', 'astronaut', 'game', 'hardship', 'little brother', 'alternative reality', 'trapped in space', 'space adventure', 'space pirate', ""children's adventure"", 'meteor shower', 'jealous brother', 'brother brother relationship', 'alien spaceship', 'big brother', 'brothers', 'big sister', 'challenges', 'child']","['Josh Hutcherson', 'Jonah Bobo', 'Dax Shepard', 'Kristen Stewart', 'Tim Robbins']",Jon Favreau,6.44,3569,5.0918,101,/gDb5BW2NLqZ9cvg9nyzkZVvmgze.jpg,"['Science Fiction', 'Adventure', 'Family'] ['fire', 'based on novel or book', 'killer robot', 'house', 'space travel', 'wish', 'meteor', 'challenge', 'giant lizard', 'alien', 'space', 'board game', 'planet', 'astronaut', 'game', 'hardship', 'little brother', 'alternative reality', 'trapped in space', 'space adventure', 'space pirate', ""children's adventure"", 'meteor shower', 'jealous brother', 'brother brother relationship', 'alien spaceship', 'big brother', 'brothers', 'big sister', 'challenges', 'child'] ['Josh Hutcherson', 'Jonah Bobo', 'Dax Shepard', 'Kristen Stewart', 'Tim Robbins'] Jon Favreau After their father is called into work, two young boys, Walter and Danny, are left in the care of their teenage sister, Lisa, and told they must stay inside. Walter and Danny, who anticipate a boring day, are shocked when they begin playing Zathura, a space-themed board game, which they realize has mystical powers when their house is shot into space. With the help of an astronaut, the boys attempt to return home.",0.08650678452911888,0.09080047207337587,0.13209377602345213,0.10313367754198229,0.08650678452911888,0.644,0.003174873937332219,0.08878740475349448,0.1506092416213021
